Time,EC_slab1,EC_slab2,WC_slab1,WC_slab2,t_slab1,t_slab2
2019-12-16 09:45:00.000000000,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 09:49:59.808000285,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 09:54:59.615999939,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 10:00:00.287999887,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 10:05:00.096000172,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 10:09:59.903999827,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 10:14:59.712000112,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 10:20:00.384000060,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 10:25:00.191999714,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 10:30:00.000000000,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 10:34:59.808000285,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 10:39:59.615999939,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 10:45:00.287999887,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 10:50:00.096000172,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 10:54:59.903999827,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 10:59:59.712000112,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 11:05:00.384000060,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 11:10:00.191999714,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 11:15:00.000000000,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 11:19:59.808000285,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 11:24:59.615999939,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 11:30:00.287999887,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 11:35:00.096000172,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 11:39:59.903999827,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 11:44:59.712000112,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 11:50:00.384000060,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 11:55:00.191999714,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 12:00:00.000000000,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 12:04:59.808000285,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 12:09:59.615999939,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 12:15:00.287999887,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 12:20:00.096000172,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 12:24:59.903999827,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 12:29:59.712000112,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 12:35:00.384000060,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 12:40:00.191999714,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 12:45:00.000000000,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 12:49:59.808000285,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 12:54:59.615999939,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 13:00:00.287999887,  4.6,  4.7, 94.9, 94.1, 22.6, 22.6
2019-12-16 13:05:00.096000172,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 13:09:59.903999827,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 13:14:59.712000112,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 13:20:00.384000060,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 13:25:00.191999714,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 13:30:00.000000000,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 13:34:59.808000285,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 13:39:59.615999939,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 13:45:00.287999887,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 13:50:00.096000172,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 13:54:59.903999827,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 13:59:59.712000112,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 14:05:00.384000060,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 14:10:00.191999714,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 14:15:00.000000000,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 14:19:59.808000285,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 14:24:59.615999939,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 14:30:00.287999887,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 14:35:00.096000172,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 14:39:59.903999827,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 14:44:59.712000112,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 14:50:00.384000060,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 14:55:00.191999714,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 15:00:00.000000000,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 15:04:59.808000285,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 15:09:59.615999939,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 15:15:00.287999887,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 15:20:00.096000172,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 15:24:59.903999827,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 15:29:59.712000112,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 15:35:00.384000060,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 15:40:00.191999714,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 15:45:00.000000000,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 15:49:59.808000285,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 15:54:59.615999939,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 16:00:00.287999887,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 16:05:00.096000172,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 16:09:59.903999827,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 16:14:59.712000112,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 16:20:00.384000060,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 16:25:00.191999714,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 16:30:00.000000000,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 16:34:59.808000285,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 16:39:59.615999939,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 16:45:00.287999887,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 16:50:00.096000172,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 16:54:59.903999827,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 16:59:59.712000112,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 17:05:00.384000060,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 17:10:00.191999714,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 17:15:00.000000000,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 17:19:59.808000285,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 17:24:59.615999939,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 17:30:00.287999887,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 17:35:00.096000172,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 17:39:59.903999827,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 17:44:59.712000112,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 17:50:00.384000060,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 17:55:00.191999714,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 18:00:00.000000000,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 18:04:59.808000285,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 18:09:59.615999939,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 18:15:00.287999887,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 18:20:00.096000172,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 18:24:59.903999827,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 18:29:59.712000112,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 18:35:00.384000060,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 18:40:00.191999714,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 18:45:00.000000000,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 18:49:59.808000285,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 18:54:59.615999939,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 19:00:00.287999887,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 19:05:00.096000172,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 19:09:59.903999827,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 19:14:59.712000112,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 19:20:00.384000060,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 19:25:00.191999714,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 19:30:00.000000000,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 19:34:59.808000285,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 19:39:59.615999939,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 19:45:00.287999887,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 19:50:00.096000172,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 19:54:59.903999827,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 19:59:59.712000112,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 20:05:00.384000060,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 20:10:00.191999714,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 20:15:00.000000000,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 20:19:59.808000285,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 20:24:59.615999939,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 20:30:00.287999887,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 20:35:00.096000172,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 20:39:59.903999827,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 20:44:59.712000112,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 20:50:00.384000060,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 20:55:00.191999714,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 21:00:00.000000000,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 21:04:59.808000285,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 21:09:59.615999939,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 21:15:00.287999887,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 21:20:00.096000172,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 21:24:59.903999827,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 21:29:59.712000112,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 21:35:00.384000060,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 21:40:00.191999714,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 21:45:00.000000000,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 21:49:59.808000285,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 21:54:59.615999939,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 22:00:00.287999887,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 22:05:00.096000172,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 22:09:59.903999827,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 22:14:59.712000112,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 22:20:00.384000060,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 22:25:00.191999714,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 22:30:00.000000000,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 22:34:59.808000285,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 22:39:59.615999939,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 22:45:00.287999887,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 22:50:00.096000172,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 22:54:59.903999827,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 22:59:59.712000112,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 23:05:00.384000060,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 23:10:00.191999714,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 23:15:00.000000000,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 23:19:59.808000285,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 23:24:59.615999939,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 23:30:00.287999887,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 23:35:00.096000172,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 23:39:59.903999827,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 23:44:59.712000112,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 23:50:00.384000060,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-16 23:55:00.191999714,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-17 00:00:00.000000000,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-17 00:04:59.808000285,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-17 00:09:59.615999939,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-17 00:15:00.287999887,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-17 00:20:00.096000172,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-17 00:24:59.903999827,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-17 00:29:59.712000112,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
2019-12-17 00:35:00.384000060,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
